vocabPrefix,domain,uri version
rdaa,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdaa/versions/2015-12-31.n3
rdac,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdac/versions/2015-12-31.n3
rdae,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdae/versions/2014-07-30.n3
rdafrbr,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdafrbr/versions/2012-03-26.n3
rdag1,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/rdag1/versions/2012-08-30.n3
rdag2,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/rdag2/versions/2011-10-13.n3
rdag3,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/rdag3/versions/2011-08-01.n3
rdai,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdai/versions/2015-12-31.n3
rdam,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdam/versions/2015-12-31.n3
rdarel,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/rdarel/versions/2012-03-09.n3
rdarel2,People,https://lov.linkeddata.es/dataset/lov/vocabs/rdarel2/versions/2013-04-15.n3
rdarole,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdarole/versions/2015-01-11.n3
rdau,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdau/versions/2015-12-30.n3
rdaw,FRBR,https://lov.linkeddata.es/dataset/lov/vocabs/rdaw/versions/2015-12-31.n3
rdf,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/rdf/versions/2014-02-25.n3
rdfa,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/rdfa/versions/2013-03-11.n3
rdfg,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/rdfg/versions/2004-12-31.n3
rdfp,API,https://lov.linkeddata.es/dataset/lov/vocabs/rdfp/versions/2016-08-31.n3
rdfp,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/rdfp/versions/2016-08-31.n3
rdfs,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/rdfs/versions/2014-02-25.n3
rec,Rec,https://lov.linkeddata.es/dataset/lov/vocabs/rec/versions/2010-08-02.n3
rec54,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/rec54/versions/2014-06-12.n3
reco,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/reco/versions/2011-08-01.n3
reco,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/reco/versions/2011-08-01.n3
reegle,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/reegle/versions/2014-06-10.n3
rel,People,https://lov.linkeddata.es/dataset/lov/vocabs/rel/versions/2010-04-19.n3
remetca,SPAR,https://lov.linkeddata.es/dataset/lov/vocabs/remetca/versions/2014-10-14.n3
rev,Rec,https://lov.linkeddata.es/dataset/lov/vocabs/rev/versions/2007-11-08.n3
rlog,API,https://lov.linkeddata.es/dataset/lov/vocabs/rlog/versions/2015-04-01.n3
ro,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/ro/versions/2013-11-30.n3
rooms,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/rooms/versions/2012-10-02.n3
rooms,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/rooms/versions/2012-10-02.n3
rov,Society,https://lov.linkeddata.es/dataset/lov/vocabs/rov/versions/2013-12-21.n3
rr,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/rr/versions/2012-07-16.n3
rsctx,API,https://lov.linkeddata.es/dataset/lov/vocabs/rsctx/versions/2017-01-17.n3
rsctx,Services,https://lov.linkeddata.es/dataset/lov/vocabs/rsctx/versions/2017-01-17.n3
rss,API,https://lov.linkeddata.es/dataset/lov/vocabs/rss/versions/2000-12-06.n3
ru,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/ru/versions/2009-04-08.n3
ruto,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/ruto/versions/2014-01-10.n3
s4ac,API,https://lov.linkeddata.es/dataset/lov/vocabs/s4ac/versions/2011-10-06.n3
s4ee,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/s4ee/versions/2015-09-04.n3
s4ee,Services,https://lov.linkeddata.es/dataset/lov/vocabs/s4ee/versions/2015-09-04.n3
sam,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/sam/versions/2014-08-28.n3
samfl,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/samfl/versions/2015-11-17.n3
san-lod,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/san-lod/versions/2015-03-02.n3
sao,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/sao/versions/2009-06-16.n3
saref,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/saref/versions/2015-04-01.n3
saref,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/saref/versions/2015-04-01.n3
saref,Services,https://lov.linkeddata.es/dataset/lov/vocabs/saref/versions/2015-04-01.n3
saws,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/saws/versions/2013-06-07.n3
schema,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/schema/versions/2019-05-01.n3
scip,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/scip/versions/2012-07-03.n3
scoro,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/scoro/versions/2014-05-21.n3
scot,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/scot/versions/2012-08-13.n3
scovo,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/scovo/versions/2012-08-09.n3
scsv,CSV,https://lov.linkeddata.es/dataset/lov/vocabs/scsv/versions/2012-05-22.n3
sd,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/sd/versions/2013-03-21.n3
sdmx,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/sdmx/versions/2010-07-22.n3
sdmx-code,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/sdmx-code/versions/2010-07-21.n3
sdmx-dimension,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/sdmx-dimension/versions/2010-07-22.n3
sdo,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/sdo/versions/2009-06-16.n3
search,API,https://lov.linkeddata.es/dataset/lov/vocabs/search/versions/2013-02-22.n3
seas,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seas/versions/2016-05-25.n3
seas-eval,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/seas-eval/versions/2016-09-21.n3
seas-eval,Support,https://lov.linkeddata.es/dataset/lov/vocabs/seas-eval/versions/2016-09-21.n3
seas-op,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seas-op/versions/2016-07-24.n3
seas-qudt,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seas-qudt/versions/2016-09-19.n3
seas-stats,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seas-stats/versions/2016-07-21.n3
seas-stats,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/seas-stats/versions/2016-07-21.n3
seas-sys,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seas-sys/versions/2016-12-09.n3
seasb,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/seasb/versions/2016-10-30.n3
seasb,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seasb/versions/2016-10-30.n3
seasb,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/seasb/versions/2016-10-30.n3
seasbo,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/seasbo/versions/2016-01-26.n3
seasbo,Society,https://lov.linkeddata.es/dataset/lov/vocabs/seasbo/versions/2016-01-26.n3
seasd,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/seasd/versions/2016-05-10.n3
seasd,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seasd/versions/2016-05-10.n3
seasd,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/seasd/versions/2016-05-10.n3
seasfo,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/seasfo/versions/2017-08-29.n3
seasfo,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/seasfo/versions/2017-08-29.n3
seast,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/seast/versions/2016-07-05.n3
seast,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seast/versions/2016-07-05.n3
seast,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/seast/versions/2016-07-05.n3
seast,Time,https://lov.linkeddata.es/dataset/lov/vocabs/seast/versions/2016-07-05.n3
seasto,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/seasto/versions/2016-11-15.n3
seasto,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/seasto/versions/2016-11-15.n3
seasto,Services,https://lov.linkeddata.es/dataset/lov/vocabs/seasto/versions/2016-11-15.n3
security,Security,https://lov.linkeddata.es/dataset/lov/vocabs/security/versions/2015-03-27.n3
sem,Events,https://lov.linkeddata.es/dataset/lov/vocabs/sem/versions/2009-11-30.n3
semio,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/semio/versions/2015-01-11.n3
semsur,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/semsur/versions/2018-04-20.n3
seo,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/seo/versions/2018-03-28.n3
seo,Events,https://lov.linkeddata.es/dataset/lov/vocabs/seo/versions/2018-03-28.n3
seq,Support,https://lov.linkeddata.es/dataset/lov/vocabs/seq/versions/2011-01-30.n3
service,Services,https://lov.linkeddata.es/dataset/lov/vocabs/service/versions/2013-11-24.n3
sf,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/sf/versions/2012-09-11.n3
sh,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/sh/versions/2017-07-20.n3
sh,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/sh/versions/2017-07-20.n3
shoah,People,https://lov.linkeddata.es/dataset/lov/vocabs/shoah/versions/2014-01-01.n3
shw,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/shw/versions/2014-03-23.n3
shw,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/shw/versions/2014-03-23.n3
sim,Support,https://lov.linkeddata.es/dataset/lov/vocabs/sim/versions/2010-03-10.n3
sio,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/sio/versions/2016-09-27.n3
sioc,Society,https://lov.linkeddata.es/dataset/lov/vocabs/sioc/versions/2010-03-25.n3
situ,Events,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2015-01-11.n3
skos,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/skos/versions/2009-08-18.n3
skosxl,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/skosxl/versions/2009-08-18.n3
smg,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/smg/versions/2014-05-22.n3
snarm,API,https://lov.linkeddata.es/dataset/lov/vocabs/snarm/versions/2011-09-02.n3
solid,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/solid/versions/2018-01-24.n3
solid,Services,https://lov.linkeddata.es/dataset/lov/vocabs/solid/versions/2018-01-24.n3
sor,People,https://lov.linkeddata.es/dataset/lov/vocabs/sor/versions/2015-05-12.n3
sosa,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/sosa/versions/2017-04-17.n3
sosa,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/sosa/versions/2017-04-17.n3
sp,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/sp/versions/2013-09-13.n3
spatial,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/spatial/versions/2012-02-05.n3
spcm,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/spcm/versions/2014-01-09.n3
spfood,Food,https://lov.linkeddata.es/dataset/lov/vocabs/spfood/versions/2015-01-11.n3
spin,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/spin/versions/2014-08-28.n3
sport,Events,https://lov.linkeddata.es/dataset/lov/vocabs/sport/versions/2016-01-01.n3
spt,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/spt/versions/2014-01-14.n3
spt,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/spt/versions/2014-01-14.n3
spvqa,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/spvqa/versions/2017-06-05.n3
spvqa,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/spvqa/versions/2017-06-05.n3
spvqa,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/spvqa/versions/2017-06-05.n3
sql,API,https://lov.linkeddata.es/dataset/lov/vocabs/sql/versions/2014-07-31.n3
sro,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/sro/versions/2012-07-03.n3
ssn,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/ssn/versions/2011-06-20.n3
ssn,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/ssn/versions/2011-06-20.n3
ssno,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/ssno/versions/2017-04-17.n3
ssso,Services,https://lov.linkeddata.es/dataset/lov/vocabs/ssso/versions/2014-07-02.n3
st,Society,https://lov.linkeddata.es/dataset/lov/vocabs/st/versions/2015-09-13.n3
st,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/st/versions/2015-09-13.n3
stac,Security,https://lov.linkeddata.es/dataset/lov/vocabs/stac/versions/2013-06-02.n3
step,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/step/versions/2015-11-03.n3
step,Time,https://lov.linkeddata.es/dataset/lov/vocabs/step/versions/2015-11-03.n3
sto,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/sto/versions/2017-01-25.n3
stories,Events,https://lov.linkeddata.es/dataset/lov/vocabs/stories/versions/2013-05-16.n3
summa,API,https://lov.linkeddata.es/dataset/lov/vocabs/summa/versions/2015-04-11.n3
swc,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/swc/versions/2009-05-11.n3
swc,Society,https://lov.linkeddata.es/dataset/lov/vocabs/swc/versions/2009-05-11.n3
swp,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/swp/versions/2004-03-01.n3
swpm,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/swpm/versions/2013-12-15.n3
swpo,Society,https://lov.linkeddata.es/dataset/lov/vocabs/swpo/versions/2004-10-20.n3
swrc,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/swrc/versions/2007-06-22.n3
swrl,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/swrl/versions/2004-05-21.n3
tac,API,https://lov.linkeddata.es/dataset/lov/vocabs/tac/versions/2011-09-15.n3
tag,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/tag/versions/2005-12-21.n3
tao,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/tao/versions/2013-02-22.n3
taxon,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/taxon/versions/2013-03-18.n3
te,Time,https://lov.linkeddata.es/dataset/lov/vocabs/te/versions/2012-08-31.n3
teach,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/teach/versions/2013-04-25.n3
test,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/test/versions/2005-09-14.n3
theatre,Events,https://lov.linkeddata.es/dataset/lov/vocabs/theatre/versions/2013-04-18.n3
thors,Time,https://lov.linkeddata.es/dataset/lov/vocabs/thors/versions/2017-04-28.n3
ti,Time,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2015-01-11.n3
time,Time,https://lov.linkeddata.es/dataset/lov/vocabs/time/versions/2017-04-06.n3
tio,eBusiness,https://lov.linkeddata.es/dataset/lov/vocabs/tio/versions/2010-11-17.n3
tis,Events,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2015-01-11.n3
tisc,Events,https://lov.linkeddata.es/dataset/lov/vocabs/tisc/versions/2014-07-11.n3
tl,Time,https://lov.linkeddata.es/dataset/lov/vocabs/tl/versions/2007-10-29.n3
tm,Time,https://lov.linkeddata.es/dataset/lov/vocabs/tm/versions/2014-08-13.n3
tmo,Health,https://lov.linkeddata.es/dataset/lov/vocabs/tmo/versions/2012-07-03.n3
topo,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/topo/versions/2014-04-12.n3
tp,Events,https://lov.linkeddata.es/dataset/lov/vocabs/tp/versions/2015-06-08.n3
tp,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/tp/versions/2015-06-08.n3
traffic,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/traffic/versions/2014-05-16.n3
trait,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/trait/versions/2005-05-11.n3
transit,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/transit/versions/2011-03-28.n3
trao,Services,https://lov.linkeddata.es/dataset/lov/vocabs/trao/versions/2015-06-17.n3
trao,Transport,https://lov.linkeddata.es/dataset/lov/vocabs/trao/versions/2015-06-17.n3
trao,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/trao/versions/2015-06-17.n3
tsioc,Society,https://lov.linkeddata.es/dataset/lov/vocabs/tsioc/versions/2010-03-25.n3
tsn,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/tsn/versions/2017-01-31.n3
tsn,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/tsn/versions/2017-01-31.n3
tsn,Government,https://lov.linkeddata.es/dataset/lov/vocabs/tsn/versions/2017-01-31.n3
tsnc,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/tsnc/versions/2017-05-15.n3
tsnc,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/tsnc/versions/2017-05-15.n3
tsnc,Government,https://lov.linkeddata.es/dataset/lov/vocabs/tsnc/versions/2017-05-15.n3
tsnc,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/tsnc/versions/2017-05-15.n3
turismo,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/turismo/versions/2007-11-02.n3
tvc,Time,https://lov.linkeddata.es/dataset/lov/vocabs/tvc/versions/2012-06-08.n3
txn,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/txn/versions/2013-05-20.n3
tzont,Time,https://lov.linkeddata.es/dataset/lov/vocabs/tzont/versions/2006-12-31.n3
uby,Support,https://lov.linkeddata.es/dataset/lov/vocabs/uby/versions/2015-10-04.n3
uby,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/uby/versions/2015-10-04.n3
uco,eBusiness,https://lov.linkeddata.es/dataset/lov/vocabs/uco/versions/2012-12-31.n3
ucum,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/ucum/versions/2008-01-01.n3
ui,Support,https://lov.linkeddata.es/dataset/lov/vocabs/ui/versions/2014-02-26.n3
umbel,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/umbel/versions/2014-08-28.n3
uneskos,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/uneskos/versions/2015-09-10.n3
uniprot,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/uniprot/versions/2012-10-03.n3
uri4uri,API,https://lov.linkeddata.es/dataset/lov/vocabs/uri4uri/versions/2013-04-01.n3
va,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/va/versions/2014-03-24.n3
vaem,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/vaem/versions/2014-08-11.n3
vag,Support,https://lov.linkeddata.es/dataset/lov/vocabs/vag/versions/2013-11-28.n3
vann,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/vann/versions/2010-06-07.n3
vcard,People,https://lov.linkeddata.es/dataset/lov/vocabs/vcard/versions/2014-05-22.n3
vdpp,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/vdpp/versions/2011-03-27.n3
veo,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/veo/versions/2014-09-01.n3
veo,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/veo/versions/2014-09-01.n3
vgo,Games,https://lov.linkeddata.es/dataset/lov/vocabs/vgo/versions/2015-05-05.n3
vin,Food,https://lov.linkeddata.es/dataset/lov/vocabs/vin/versions/2003-12-09.n3
vivo,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/vivo/versions/2014-07-12.n3
vmm,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/vmm/versions/2013-12-15.n3
voaf,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/voaf/versions/2013-05-24.n3
voag,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/voag/versions/2012-11-01.n3
vocals,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/vocals/versions/2017-12-10.n3
void,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/void/versions/2011-03-06.n3
voidwh,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/voidwh/versions/2014-07-19.n3
vra,Image,https://lov.linkeddata.es/dataset/lov/vocabs/vra/versions/2003-10-14.n3
vrank,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/vrank/versions/2014-06-10.n3
vs,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/vs/versions/2011-12-12.n3
vsearch,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/vsearch/versions/2016-01-16.n3
vso,eBusiness,https://lov.linkeddata.es/dataset/lov/vocabs/vso/versions/2010-10-02.n3
vvo,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/vvo/versions/2010-10-12.n3
vvo,eBusiness,https://lov.linkeddata.es/dataset/lov/vocabs/vvo/versions/2010-10-12.n3
w3c-ssn,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/w3c-ssn/versions/2016-12-07.n3
w3c-ssn,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/w3c-ssn/versions/2016-12-07.n3
wai,People,https://lov.linkeddata.es/dataset/lov/vocabs/wai/versions/2010-10-11.n3
wdrs,API,https://lov.linkeddata.es/dataset/lov/vocabs/wdrs/versions/2010-11-08.n3
wf-invoc,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/wf-invoc/versions/2013-05-17.n3
wfdesc,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/wfdesc/versions/2016-01-28.n3
wfm,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/wfm/versions/2013-03-15.n3
wfprov,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/wfprov/versions/2015-03-23.n3
whisky,Food,https://lov.linkeddata.es/dataset/lov/vocabs/whisky/versions/2008-09-25.n3
whois,People,https://lov.linkeddata.es/dataset/lov/vocabs/whois/versions/2012-09-16.n3
wi,People,https://lov.linkeddata.es/dataset/lov/vocabs/wi/versions/2010-09-14.n3
wikim,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/wikim/versions/2013-12-15.n3
wl,API,https://lov.linkeddata.es/dataset/lov/vocabs/wl/versions/2013-05-30.n3
wlo,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/wlo/versions/2013-12-18.n3
wo,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/wo/versions/2010-09-14.n3
wot,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/wot/versions/2004-02-23.n3
wot,Security,https://lov.linkeddata.es/dataset/lov/vocabs/wot/versions/2004-02-23.n3
xapi,API,https://lov.linkeddata.es/dataset/lov/vocabs/xapi/versions/2015-08-13.n3
xbrll,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/xbrll/versions/2016-05-18.n3
xbrll,Services,https://lov.linkeddata.es/dataset/lov/vocabs/xbrll/versions/2016-05-18.n3
xhv,API,https://lov.linkeddata.es/dataset/lov/vocabs/xhv/versions/2010-01-27.n3
xkos,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/xkos/versions/2014-05-20.n3
zbwext,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/zbwext/versions/2017-04-12.n3
